temp,rr,outcome,temp_var,p_spline
-14.3,1.0,acc_outdoor,tmin,0.1413297478967178
-13.300999999999998,1.1845009540545357,acc_outdoor,tmin,0.1413297478967178
-12.301999999999998,1.3555014917593702,acc_outdoor,tmin,0.1413297478967178
-11.302999999999997,1.5031104456923412,acc_outdoor,tmin,0.1413297478967178
-10.303999999999995,1.6199635089463937,acc_outdoor,tmin,0.1413297478967178
-9.304999999999993,1.7019239680857867,acc_outdoor,tmin,0.1413297478967178
-8.305999999999992,1.7482067741817948,acc_outdoor,tmin,0.1413297478967178
-7.306999999999991,1.7610038382963036,acc_outdoor,tmin,0.1413297478967178
-6.307999999999989,1.7447765021208985,acc_outdoor,tmin,0.1413297478967178
-5.308999999999987,1.7054085663222678,acc_outdoor,tmin,0.1413297478967178
-4.309999999999986,1.6493899713972646,acc_outdoor,tmin,0.1413297478967178
-3.3109999999999857,1.5831485596337127,acc_outdoor,tmin,0.1413297478967178
-2.3119999999999834,1.5125876128927962,acc_outdoor,tmin,0.1413297478967178
-1.312999999999981,1.4428364177825663,acc_outdoor,tmin,0.1413297478967178
-0.3139999999999805,1.3781880382764278,acc_outdoor,tmin,0.1413297478967178
0.68500000000002,1.322183762433291,acc_outdoor,tmin,0.1413297478967178
1.6840000000000224,1.2778040573815248,acc_outdoor,tmin,0.1413297478967178
2.6830000000000247,1.2471706229237418,acc_outdoor,tmin,0.1413297478967178
3.682000000000027,1.22929722200322,acc_outdoor,tmin,0.1413297478967178
4.681000000000026,1.2224823252772778,acc_outdoor,tmin,0.1413297478967178
5.680000000000028,1.225371384913715,acc_outdoor,tmin,0.1413297478967178
6.6790000000000305,1.236850284021536,acc_outdoor,tmin,0.1413297478967178
7.678000000000029,1.2559593434170009,acc_outdoor,tmin,0.1413297478967178
8.677000000000032,1.2818224524696271,acc_outdoor,tmin,0.1413297478967178
9.676000000000034,1.3135869015889963,acc_outdoor,tmin,0.1413297478967178
10.675000000000036,1.3503712454987047,acc_outdoor,tmin,0.1413297478967178
11.674000000000039,1.39121992079588,acc_outdoor,tmin,0.1413297478967178
12.673000000000037,1.4350645077963105,acc_outdoor,tmin,0.1413297478967178
13.67200000000004,1.4806925297402207,acc_outdoor,tmin,0.1413297478967178
14.671000000000042,1.5266994755262626,acc_outdoor,tmin,0.1413297478967178
15.67000000000004,1.5712843424503034,acc_outdoor,tmin,0.1413297478967178
16.669000000000043,1.612340636340215,acc_outdoor,tmin,0.1413297478967178
17.668000000000045,1.6475843214395507,acc_outdoor,tmin,0.1413297478967178
18.667000000000048,1.6746165479066337,acc_outdoor,tmin,0.1413297478967178
19.66600000000005,1.6910172072180347,acc_outdoor,tmin,0.1413297478967178
20.665000000000052,1.6944690439493761,acc_outdoor,tmin,0.1413297478967178
21.664000000000055,1.6829075497543662,acc_outdoor,tmin,0.1413297478967178
22.66300000000005,1.6546872819877818,acc_outdoor,tmin,0.1413297478967178
23.662000000000052,1.6087504931141752,acc_outdoor,tmin,0.1413297478967178
24.661000000000058,1.5447798449485748,acc_outdoor,tmin,0.1413297478967178
-5.860999999999999,1.2383397223161166,acc_outdoor,tmax,0.38367194738369903
-4.874820512820512,1.2691639692144767,acc_outdoor,tmax,0.38367194738369903
-3.8886410256410247,1.287023852365864,acc_outdoor,tmax,0.38367194738369903
-2.9024615384615373,1.292899373136774,acc_outdoor,tmax,0.38367194738369903
-1.9162820512820504,1.2881619242485787,acc_outdoor,tmax,0.38367194738369903
-0.9301025641025635,1.274448033717472,acc_outdoor,tmax,0.38367194738369903
0.056076923076924245,1.2535396685566358,acc_outdoor,tmax,0.38367194738369903
1.0422564102564111,1.2272601857436318,acc_outdoor,tmax,0.38367194738369903
2.028435897435898,1.197391464814803,acc_outdoor,tmax,0.38367194738369903
3.014615384615386,1.1656145415127686,acc_outdoor,tmax,0.38367194738369903
4.000794871794872,1.1334735174158452,acc_outdoor,tmax,0.38367194738369903
4.98697435897436,1.1023607894054628,acc_outdoor,tmax,0.38367194738369903
5.973153846153847,1.0735207208563957,acc_outdoor,tmax,0.38367194738369903
6.959333333333333,1.0480686661241523,acc_outdoor,tmax,0.38367194738369903
7.945512820512821,1.0270226236055946,acc_outdoor,tmax,0.38367194738369903
8.931692307692307,1.0113455964599944,acc_outdoor,tmax,0.38367194738369903
9.917871794871795,1.0019978866361583,acc_outdoor,tmax,0.38367194738369903
10.904051282051283,1.0,acc_outdoor,tmax,0.38367194738369903
11.89023076923077,1.0065086406673418,acc_outdoor,tmax,0.38367194738369903
12.876410256410255,1.0228043401695528,acc_outdoor,tmax,0.38367194738369903
13.862589743589742,1.048770019451192,acc_outdoor,tmax,0.38367194738369903
14.84876923076923,1.0830783900545156,acc_outdoor,tmax,0.38367194738369903
15.834948717948718,1.124331858122279,acc_outdoor,tmax,0.38367194738369903
16.821128205128204,1.1709739016198248,acc_outdoor,tmax,0.38367194738369903
17.807307692307695,1.2211838777601276,acc_outdoor,tmax,0.38367194738369903
18.79348717948718,1.2727969608496608,acc_outdoor,tmax,0.38367194738369903
19.779666666666664,1.32325789118546,acc_outdoor,tmax,0.38367194738369903
20.765846153846155,1.3696204278306119,acc_outdoor,tmax,0.38367194738369903
21.75202564102564,1.4086055674590137,acc_outdoor,tmax,0.38367194738369903
22.73820512820513,1.4367297801501524,acc_outdoor,tmax,0.38367194738369903
23.724384615384615,1.4513586744264602,acc_outdoor,tmax,0.38367194738369903
24.7105641025641,1.4542339495484329,acc_outdoor,tmax,0.38367194738369903
25.69674358974359,1.4486715205916376,acc_outdoor,tmax,0.38367194738369903
26.682923076923075,1.438129545316592,acc_outdoor,tmax,0.38367194738369903
27.669102564102566,1.4260503638334383,acc_outdoor,tmax,0.38367194738369903
28.65528205128205,1.4157833929023684,acc_outdoor,tmax,0.38367194738369903
29.64146153846154,1.4105879987496162,acc_outdoor,tmax,0.38367194738369903
30.627641025641026,1.4137131642770107,acc_outdoor,tmax,0.38367194738369903
31.61382051282051,1.4285534433549012,acc_outdoor,tmax,0.38367194738369903
32.6,1.458888433904683,acc_outdoor,tmax,0.38367194738369903
-14.3,1.0,acc_all,tmin,0.17179890328825861
-13.300999999999998,1.0953304654268028,acc_all,tmin,0.17179890328825861
-12.301999999999998,1.175748155256812,acc_all,tmin,0.17179890328825861
-11.302999999999997,1.2390441709765747,acc_all,tmin,0.17179890328825861
-10.303999999999995,1.284227568459012,acc_all,tmin,0.17179890328825861
-9.304999999999993,1.3114727703743914,acc_all,tmin,0.17179890328825861
-8.305999999999992,1.3219591323638284,acc_all,tmin,0.17179890328825861
-7.306999999999991,1.3176425647684442,acc_all,tmin,0.17179890328825861
-6.307999999999989,1.3010003386622881,acc_all,tmin,0.17179890328825861
-5.308999999999987,1.274784527762937,acc_all,tmin,0.17179890328825861
-4.309999999999986,1.2418098798813748,acc_all,tmin,0.17179890328825861
-3.3109999999999857,1.2047911354094105,acc_all,tmin,0.17179890328825861
-2.3119999999999834,1.1662351165443612,acc_all,tmin,0.17179890328825861
-1.312999999999981,1.128385602536105,acc_all,tmin,0.17179890328825861
-0.3139999999999805,1.0932145461197469,acc_all,tmin,0.17179890328825861
0.68500000000002,1.0624514254185624,acc_all,tmin,0.17179890328825861
1.6840000000000224,1.0376429848988495,acc_all,tmin,0.17179890328825861
2.6830000000000247,1.019974715107398,acc_all,tmin,0.17179890328825861
3.682000000000027,1.0091704493961329,acc_all,tmin,0.17179890328825861
4.681000000000026,1.0045694004373342,acc_all,tmin,0.17179890328825861
5.680000000000028,1.0056388582203069,acc_all,tmin,0.17179890328825861
6.6790000000000305,1.0119456963055233,acc_all,tmin,0.17179890328825861
7.678000000000029,1.0231323325107449,acc_all,tmin,0.17179890328825861
8.677000000000032,1.0388963739071608,acc_all,tmin,0.17179890328825861
9.676000000000034,1.0589729114408493,acc_all,tmin,0.17179890328825861
10.675000000000036,1.083118691358582,acc_all,tmin,0.17179890328825861
11.674000000000039,1.111097597839517,acc_all,tmin,0.17179890328825861
12.673000000000037,1.1426670522593985,acc_all,tmin,0.17179890328825861
13.67200000000004,1.1775650826536788,acc_all,tmin,0.17179890328825861
14.671000000000042,1.2152749732542696,acc_all,tmin,0.17179890328825861
15.67000000000004,1.2533431538357678,acc_all,tmin,0.17179890328825861
16.669000000000043,1.2880707386479442,acc_all,tmin,0.17179890328825861
17.668000000000045,1.3153766748975073,acc_all,tmin,0.17179890328825861
18.667000000000048,1.3309681941424991,acc_all,tmin,0.17179890328825861
19.66600000000005,1.3306344266051182,acc_all,tmin,0.17179890328825861
20.665000000000052,1.3106592259616887,acc_all,tmin,0.17179890328825861
21.664000000000055,1.268315196245305,acc_all,tmin,0.17179890328825861
22.66300000000005,1.2023679596080914,acc_all,tmin,0.17179890328825861
23.662000000000052,1.113491237005513,acc_all,tmin,0.17179890328825861
24.661000000000058,1.0044812640486964,acc_all,tmin,0.17179890328825861
-5.860999999999999,1.2617280891884626,acc_all,tmax,0.12542146001372131
-4.874820512820512,1.3048619617064936,acc_all,tmax,0.12542146001372131
-3.8886410256410247,1.3319634289592968,acc_all,tmax,0.12542146001372131
-2.9024615384615373,1.3439085767680912,acc_all,tmax,0.12542146001372131
-1.9162820512820504,1.3422011617967413,acc_all,tmax,0.12542146001372131
-0.9301025641025635,1.3287911290004695,acc_all,tmax,0.12542146001372131
0.056076923076924245,1.3058936785933641,acc_all,tmax,0.12542146001372131
1.0422564102564111,1.2758266622031764,acc_all,tmax,0.12542146001372131
2.028435897435898,1.240877893408341,acc_all,tmax,0.12542146001372131
3.014615384615386,1.2032079860247138,acc_all,tmax,0.12542146001372131
4.000794871794872,1.164789409772495,acc_all,tmax,0.12542146001372131
4.98697435897436,1.1273789855313472,acc_all,tmax,0.12542146001372131
5.973153846153847,1.0925190949904777,acc_all,tmax,0.12542146001372131
6.959333333333333,1.061562286866529,acc_all,tmax,0.12542146001372131
7.945512820512821,1.0357144498181403,acc_all,tmax,0.12542146001372131
8.931692307692307,1.0160930087873736,acc_all,tmax,0.12542146001372131
9.917871794871795,1.0037984709401906,acc_all,tmax,0.12542146001372131
10.904051282051283,1.0,acc_all,tmax,0.12542146001372131
11.89023076923077,1.0060385873417426,acc_all,tmax,0.12542146001372131
12.876410256410255,1.023431679877247,acc_all,tmax,0.12542146001372131
13.862589743589742,1.0521252810401638,acc_all,tmax,0.12542146001372131
14.84876923076923,1.0907038117769705,acc_all,tmax,0.12542146001372131
15.834948717948718,1.137691630487481,acc_all,tmax,0.12542146001372131
16.821128205128204,1.191429189205542,acc_all,tmax,0.12542146001372131
17.807307692307695,1.249929251042343,acc_all,tmax,0.12542146001372131
18.79348717948718,1.3107616710198817,acc_all,tmax,0.12542146001372131
19.779666666666664,1.3709787517100742,acc_all,tmax,0.12542146001372131
20.765846153846155,1.4270986192310733,acc_all,tmax,0.12542146001372131
21.75202564102564,1.4751667074588075,acc_all,tmax,0.12542146001372131
22.73820512820513,1.510913689008693,acc_all,tmax,0.12542146001372131
23.724384615384615,1.5307823676068735,acc_all,tmax,0.12542146001372131
24.7105641025641,1.535219554178652,acc_all,tmax,0.12542146001372131
25.69674358974359,1.526277807970391,acc_all,tmax,0.12542146001372131
26.682923076923075,1.506349027359281,acc_all,tmax,0.12542146001372131
27.669102564102566,1.477982970470726,acc_all,tmax,0.12542146001372131
28.65528205128205,1.4437364368556125,acc_all,tmax,0.12542146001372131
29.64146153846154,1.4060602946018295,acc_all,tmax,0.12542146001372131
30.627641025641026,1.3672262347009205,acc_all,tmax,0.12542146001372131
31.61382051282051,1.3292911238203498,acc_all,tmax,0.12542146001372131
32.6,1.2940944688179612,acc_all,tmax,0.12542146001372131
